,index,Texto,Texto limpio,Categoría
790,5798,"Harto de la sociedad decidió irse a vivir a la profundidad de un bosque. Tuvo que hacerse pasar por un loco obsesionado por la destrucción del mundo y el apocalipsis zombie.
#monoficción",harto sociedad decidió irse vivir profundidad bosque hacerse pasar loco obsesionado destrucción mundo apocalipsis zombie monoficción,Microficción
791,4411,"Recuento 2020: Un agitado año entre el Covid, el Brexti, Black Lives Matter y más | #Video
https://t.co/Wh3aDToW33 https://t.co/iziCnlbK4V",piensa adulto sueña niño vive joven aconseja anciano,Noticia
792,6081,"ÚLTIMO BESO
Necesitaba volver a sentir sus labios, aunque sabía que el carmín llevaba veneno.",último beso necesitaba volver sentir labios aunque sabía carmín llevaba veneno,Microficción
793,87,"Estabilidad y seguridad, alguien que te haga sentir tan cómodo que no dudes si te quieren o no.",difunden foto amlo trabajando pacta putin envío millones vacunas sputnik v méxico,Frase/Pensamiento
794,7619,"La noche de aquel martes siguió extrañándola, imaginando su cabeza recostada en su hombro mientras leían juntos, perdiéndose en los recuerdos de su risa, de un helado compartido mientras veían una peli que nunca terminaban... Mientras, ella seguía en los brazos de otro.",noche aquel martes siguió extrañándola imaginando cabeza recostada hombro mientras leían juntos perdiéndose recuerdos risa helado compartido mientras veían peli nunca terminaban mientras seguía brazos,Microficción
795,2769,"No tengo nada que ocultar: López-Gatell sobre sus vacaciones a Zipolite en plena pandemia
https://t.co/nRuqcvqD5s https://t.co/0dW9eacv5w",critiques tocó vivir sentir,Noticia
796,2194,"Si vas a cambiar, hazlo por ti y no por complacer a otros.",aristeguienvivo últimas horas eeuu alcanzó cifra alta decesos covid19 mil personas perdieron vida virus mientras mil infectaron,Frase/Pensamiento
797,2786,Trump buscará todos los medios para descarrilar presidencia de Biden: investigador https://t.co/z5mm8uUMOh https://t.co/S81OxwsxJP,normalicen ser directos decir cosas,Noticia
798,5076,"@PuriRV @jardindebonsais @briseando @masster32 @MicroblogC @anyular @Ikormar @MaruBV13 @Palabra_Fugaz @_txorika @Alberto_lfi @ReeksssBlack @_WanYun @LordAlce @Arafre @Manel_SaO @relatuitos @ODISEA14810 @CorbiLoreto @mataranyes @ArnauMaestro @noctambulo21 Arrostrado corrió hacia el acantilado. Al llegar al borde sintió su cuerpo tensarse y saltó al vacío. Por unos segundos se quedó sin respiración pero no dejó que le ganara el aturdimiento y nadó con fuerza detrás del yate. Por fin, ella se giró. No la dejaría irse sin luchar.",purirv jardindebonsais briseando masster32 microblogc anyular ikormar marubv13 palabra_fugaz _txorika alberto_lfi reeksssblack _wanyun lordalce arafre manel_sao relatuitos odisea14810 corbiloreto mataranyes arnaumaestro noctambulo21 arrostrado corrió hacia acantilado llegar borde sintió cuerpo tensarse saltó vacío segundos quedó respiración dejó ganara aturdimiento nadó fuerza detrás yate fin giró dejaría irse luchar,Microficción
799,7417,El cuervo estuvo vigilando toda la noche la carretera del pueblo mientras las serpientes aniquilaban a todos los humanos.,cuervo vigilando toda noche carretera pueblo mientras serpientes aniquilaban humanos,Microficción
800,6099,Prefería decir que tenía claustrofobia para no dar explicaciones. Al fin y al cabo con su eisoptrofobia un ascensor era una trampa mortal.,prefería decir claustrofobia dar explicaciones fin cabo eisoptrofobia ascensor trampa mortal,Microficción
801,563,"Sonreír en medio de besos, besar en medio de sonrisas.",congreso eu certifica victoria biden horas después asalto capitolio,Frase/Pensamiento
802,3601,Invocarán capítulo laboral del T-MEC para que trabajadores migrantes reciban vacuna: Ebrard https://t.co/LxLNwDClTB https://t.co/KwoVBejTeW,fan simple interés mutuo amor intenso,Noticia
803,4914,"Con el tiempo, el niño se dio cuenta que morir en el incendio fue lo mejor que le podía haber pasado. Le encontraba un gusto macabro a hacer arder hasta los cimientos las casas en las que colgaban su imagen.
#panicosiniestro",tiempo niño dio cuenta morir incendio mejor podía haber pasado encontraba gusto macabro hacer arder cimientos casas colgaban imagen panicosiniestro,Microficción
804,6620,"Desde que nos encontró el vigilante en la sauna consumiendo la pasión a lametones, embestidas y gemidos, nos vigila continuamente. No puedo negar que me excita que se quede mirando desde la puerta cuando nos devoramos. #jueverotic",encontró vigilante sauna consumiendo pasión lametones embestidas gemidos vigila continuamente puedo negar excita quede mirando puerta devoramos jueverotic,Microficción
805,1830,"""Levántate, suspira, sonríe, y sigue adelante; si luchas por lo que quieres, tarde o temprano, llegará.""",reaparece rosa icela rodríguez público incorpora manera presencial sspc,Frase/Pensamiento
806,983,"La vida es muy corta para ocultar tus sentimientos, no tengas miedo a expresar lo que sientes.",fuego democracia estadounidense videcaricatura,Frase/Pensamiento
807,6907,"La primera vez que fuimos al cine me sorprendió que llevaras una falda tan corta, luego lo agradecí.",primera vez cine sorprendió llevaras falda tan corta luego agradecí,Microficción
808,578,Quédate cerquita de las personas que te dieron luz en tus días más oscuros.,pandemia millones millones nuevos pobres banco mundial,Frase/Pensamiento
809,198,"""Espera de mí, lo que recibo de ti.""",melania trump rompe tradición ofrece jill biden recorrido casa blanca,Frase/Pensamiento
810,1888,"El primer amor no es la primera persona que te gustó, sino por quien hiciste cosas que nunca imaginaste y nunca olvidaras.",mexicanos busca vacuna eu galván ochoa,Frase/Pensamiento
811,7599,Entre las brumas apareció montando un corcel blanco. Todos miraban estupefactos. Nunca habían visto a la muerte engalanada para acudir a una boda. #retoseptiembre24,brumas apareció montando corcel blanco miraban estupefactos nunca visto muerte engalanada acudir boda retoseptiembre24,Microficción
812,894,"Donde hay amor, no hay mentiras.",dinero galvanochoa nueva secretaria economía tatiana clouthier tarea sacar adelante economía mexicana seriamente afectada pandemia plan trabajo incluye mecanismo apoyos financieros comienzan febrero,Frase/Pensamiento
813,813,Qué ganas más tontas de querer abrazarte.,dinero galvanochoa buen comienzo relación méxico unidos comparten males comunes biden recibe gobierno hundido deudas hizo lópez obrador momento,Frase/Pensamiento
814,7560,"@Lecturalia Subida al techo de su vehículo de camuflaje, observaba absorta la bella fiereza del mar.",lecturalia subida techo vehículo camuflaje observaba absorta bella fiereza mar,Microficción
815,775,"Sé humilde para admitir tus errores, inteligente para aprender de ellos y maduro para corregirlos.",estudiar conservar biodiversidad méxico celebramos día biólogo i video,Frase/Pensamiento
816,6411,"La desvistió, acarició su pelo y la besó con ternura. Tenía 5 horas hasta que descubrieran que faltaba el cadáver.",desvistió acarició pelo besó ternura horas descubrieran faltaba cadáver,Microficción
817,5661,"-Ice la tarea-gritó el alumno desde el patio.
-Querrás decir hice.
-No, no, yo la ato a una cuerda y la hace subir, no puedo ir hoy a clase.",ice tareagritó alumno patio querrás decir hice ato cuerda hace subir puedo ir hoy clase,Microficción
818,1059,"""Es triste cuando te das cuenta de que no eras tan importante para alguien, como tú pensabas"".",aristeguienvivo fiscalía jalisco reveló identidad dos sospechosos asesinato aristóteles sandoval exgobernador jalisco autoridades ofrecen recompensa millón pesos ayude dar paradero,Frase/Pensamiento
819,3189,Secretaría del Trabajo reconoce que contagio por SARS-CoV-2 puede constituir una enfermedad laboral https://t.co/cWA9bAW8Ch https://t.co/3ImsAh9eIF,vida perfecta feliz,Noticia
820,6518,"Mis dedos se deslizan por tu pelo mientras me apuntalas con la mirada. Respondo con golpes secos de cadera. Tú te muerdes los labios, yo tu cuello, y juntos nos perdemos en una cadena de orgasmos. #jueverotic",dedos deslizan pelo mientras apuntalas mirada respondo golpes secos cadera muerdes labios cuello juntos perdemos cadena orgasmos jueverotic,Microficción
821,3895,"Llegan vacunas CureVac a México para realizar estudio clínico de fase 3
https://t.co/lJDOawZGpr https://t.co/PIEz46uZSJ",muchas veces vida dará quieres merezcas sino mereces,Noticia
822,6611,"Le besó los pies y le pegó un hongo.
#cuentosde10",besó pies pegó hongo cuentosde10,Microficción
823,5105,"Miré al cielo un martes en el que todo parecía perdido: mi estancia en el país, el amor que ansío, el apartamento  en el que vivo….La vida se ensañaba.Y cuando la tristeza me aplastaba me di cuenta de lo más importante: podía seguir escribiendo.Pese a todo, estoy vivo.#martesmge",miré cielo martes parecía perdido estancia país amor ansío apartamento vivola vida ensañabay tristeza aplastaba di cuenta importante podía seguir escribiendopese vivomartesmge,Microficción
824,2548,"Existe una segunda denuncia por violación contra Félix Salgado Macedonio, confirma Fiscalía de Guerrero https://t.co/Tv4DMtGszE https://t.co/aw2VkhDe3b",raimondo nominada titular comercio eu combatirá prácticas injustas china,Noticia
825,7609,"Las autoridades zarandearon demasiado al soñador sin prever que, una vez despierto querría hacer realidad sus ilusiones.",autoridades zarandearon demasiado soñador prever vez despierto querría hacer realidad ilusiones,Microficción
826,5966,Observó cómo se alejaba el autobús y maldijo su suerte. Aquella mañana no podría seguirla hasta el mercado para disfrutar de su monotonía.,observó cómo alejaba autobús maldijo suerte aquella mañana podría seguirla mercado disfrutar monotonía,Microficción
827,7499,Tardó toda una vida en disfrutar de su trabajo. Tardó en encontrar su vocación.Pasó de trabajar en un Vips a ser torturador en el inframundo.,tardó toda vida disfrutar trabajo tardó encontrar vocaciónpasó trabajar vips ser torturador inframundo,Microficción
828,7544,@MariaLeiva93 De mi libro Juego de niños. Público microrrelatos cada día en @Narratorio https://t.co/XSS05teq8V,marialeiva93 libro juego niños público microrrelatos cada día narratorio,Microficción
829,1306,Qué triste es cuando las personas te hablan solo cuando quieren algo.,fgeguerrero informó revisa carpeta investigación precandidato morena gubernatura félix salgado macedonio determinar si acusación delito violación procedente,Frase/Pensamiento
830,7411,"Susurros, caricias, sonrisas ahogadas, intensas miradas, besos furtivos, charlas hasta el alba. Contigo. En Roma.",susurros caricias sonrisas ahogadas intensas miradas besos furtivos charlas alba contigo roma,Microficción
831,5145,"Se masturbó en el baño a toda prisa, temía ser descubierto.Regresó a su asiento y sonrió. Ya podía presumir de haber tenido sexo en un avión",masturbó baño toda prisa temía ser descubiertoregresó asiento sonrió podía presumir haber sexo avión,Microficción
832,5545,"-Eres cruel.
-En realidad he podido ver más allá de ese aura de enamoramiento, veo tus defectos, y pese a todo te sigo amando.

#Monoficcion",cruel realidad podido ver allá aura enamoramiento veo defectos pese sigo amando monoficcion,Microficción
833,41,"Mi soltería es tan linda, tan sana y tan tranquila que solo quiero dejarla por alguien que realmente valga la pena.",últimahora registra apagón distintas ciudades país,Frase/Pensamiento
834,6718,"Te gustaba que fingiera ser el plomero, con un aspecto rudo, desaliñado, lenguaje vulgar... Pero nunca dejabas que yo agarrara la herramienta. #jueverotic",gustaba fingiera ser plomero aspecto rudo desaliñado lenguaje vulgar nunca dejabas agarrara herramienta jueverotic,Microficción
835,7475,Creí estar loco al ver al cuervo hablar. Después deseé estarlo y que el cuervo me hablara en lugar del ventrílocuo psicópata.,creí loco ver cuervo hablar después deseé estarlo cuervo hablara lugar ventrílocuo psicópata,Microficción
836,4856,"FIFA busca anunciar sedes de Mundial 2026 antes de fines de este año
https://t.co/HvfHz6j2QS https://t.co/8stVC7eeNA",describe palabras,Noticia
837,2313,"#ExpedienteHarfuch | En octubre de 2020, la periodista Anabel Hernández accedió a documentos oficiales sobre el actual jefe de la policía en la capital, los cuales demostraban que reprobó los exámenes de confianza 👉 https://t.co/nFj1gIbTIM https://t.co/BXtbQ4WEHN",deben dejar operar plantas renovables baja demanda cfe,Noticia
838,6924,"@DagmarSola El murciélago se movía nervioso por la sala en llamas, sin saber qué hacer. Lancé un suéter hacia arriba para que se quedara enredado y sacarlo de allí.
No esperaba que se transfigurara y me metiera en una jaula. Ahora espero mi turno para ser su cena. #CuentoDS.",dagmarsola murciélago movía nervioso sala llamas saber hacer lancé suéter hacia arriba quedara enredado sacarlo allí esperaba transfigurara metiera jaula ahora espero turno ser cena cuentods,Microficción
839,5125,"Las alas de Cupido no alcanzan a cubrir tus nalgas, que se contonean invitándome a fantasear con un nuevo encuentro de nuestros cuerpos sudorosos. La fiesta de disfraces es ya un recuerdo que se diluye cuando regresas y empiezas a besar mi cuello nuevamente. 
#Poerotic",alas cupido alcanzan cubrir nalgas contonean invitándome fantasear nuevo encuentro cuerpos sudorosos fiesta disfraces recuerdo diluye regresas empiezas besar cuello nuevamente poerotic,Microficción
840,1750,No es lo que siento por ti; es lo que no siento por nadie más que por ti.,entregan condecoraciones miguel hidalgo grado placa hospitales covid,Frase/Pensamiento
